Text,label
" why do magats think this is a valid response when confronted with everything trump did wrong? 1) it was racist. calling it the “chinese virus” is racist. the virus had already spread all over the world, and you are gonna love this, infected americans were still being allowed in.",1
he is trying to say *wazu* do wazu fives times a day and na corona,0
" china hid it, who covered for them. communist larry hates america.",0
coronavirus... this is a fucking mess.. reinfection can knock people off !! who seriously thinks this thing was not bio-engineered.. it sounds fucking horrendous. yet the uk government are just telling us to send our kids into school and wash our hands ??????? ,0
"hate towards china keeps getting stronger, while the good americans kill themselves and kills more people than any other country does... who used the nuke on civilians again ?  people spend their time spitting on china while they find solutions to problems they face..",1
ة they can come to malaysia. the govt. only ban tourist from the lockdown wuhan and hubei province. just said you’… ,2
who official refuses to acknowledge taiwan via fuck the chinese government!!! and fuck the chinese virus  the chinese are a virus  themselves!!!,2
good morning my papi  will you fuck me ? south dakota maturemilf coronavirus ,0
 when someone points a finger there are 3 pointing back at them. chinese corona virus is not a racist thin… ,0
 i am defo having a vodka and; tonic or two later today *chink*,0
"i stand in solidarity with asian and asian american communities; we must name, confront and take action against anti-asian racism. racismisavirus",1
 many asian friends have been the victims of racism because of that. washthehate,1
" aww, was the big bully pwesident mean to little chuckie. whiny, little bitch. cutiepie chinesecoronavirus wuhanvirus",0
women have been trying to flatten their curves for decades and you think we are going to flatten this shit out in a month? dream on. flattenthecurve kungflu chinesevirus,0
" the virus originated in wuhan, china. by originated i mean ""began"", and this ties to geography not people. only a complete racist could interpret the geograpical naming of a noteworthy event as racism. what next, those government mandated ""made in china"" stickers are racist too?",0
"big ten, big 12, sec and aac cancel tournaments because of coronavirus outbreak ",0
china coronavirus livestream let is talk china - upcoming live stream event trailer via ,0
no one: china people  ,0
 china and the rest of the world are fighting faighting against the deadly coronavirus while mumbai and hindu are busy killing innocent muslims... what a tangle web we weave ,0
china leaked that shit from a lab 100%,2
at the dr and the first thing they ask is if we have been to china in the last 4 days... like ya bitch just hopped off my private jet this morning ... coronavirus,0
" coronavirus report has been published first time and results are extremely serious coronavirus has become the biggest challenge of 2020 in front of scientists and health experts. like, rt: coronavirusoutbreak wuhanvirus chinavirus viruscorona",0
check out this news!... coronavirus covid_19 covid19 wuhan coronaviruschina wuhancoronavirus chinavirus ... please share and rt! ,0
fck off china. you started all this shit!  coronavirus covidー19,2
" she has done this so many times, yet she hasnt said sorry for anything she has done like scamming and being racist. it is racist if you bash another nationality just because the virus came there that does not mean everyone that is chinese has it!",1
oh cool. and i am retarded so this is totally working china.,0
"somehow i am thinking the corona virus is a man-made bioweapon.. but shit, what do i know.",0
 becool2asians is going to become a nation wide success ,1
 it is inhumane that thousands of children in detroit live with no water while billionaires get our tax money. turn the water on. this racist madness has been going on for years. it needs to stop now. coronavirus,0
" as the wuhan virus spreads through 3rd world countries like africa and; india-both having riots now, immigrants will try to flee to u.s.!! must keep our borders closed to all immigrants or we are insane!!",0
" asian americans will encounter more discrimination and violence, because of you calling the coronavirus, the ""chinese virus"". the blacks are beating the asian people up in philadelphia. please stop the racist violence. racismisavirus",1
" you are a joke, everything trump said about you is correct - explain this - you should all be fired!… ",0
retarded ... blame game. chinavirus thestory,0
 this has got to stop....its going too far! please leave the asianamericans alone! washthehate stopthemadness,1
is china the most racist country in the world? chinesewuhanvirus racismisavirus travel china,0
